urn:cite:ecod:codbod48.cb-0048_001r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 1 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 1r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_001v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 1 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 1v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_002r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 2 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 2r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_002v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 2 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 2v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_003r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 3 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 3r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_003v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 3 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 3v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_004r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 4 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 4r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_004v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 4 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 4v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_005r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 5 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 5r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_005v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 5 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 5v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_006r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 6 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 6r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_006v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 6 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 6v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_007r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 7 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 7r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_007v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 7 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 7v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_008r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 8 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 8r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_008v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 8 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 8v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_009r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 9 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 9r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_009v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 9 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 9v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_010r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 10 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 10r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_010v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 10 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 10v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_011r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 11 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 11r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_011v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 11 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 11v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_012r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 12 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 12r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_012v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 12 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 12v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_013r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 13 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 13r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_013v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 13 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 13v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_014r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 14 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 14r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_014v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 14 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 14v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_015r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 15 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 15r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_015v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 15 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 15v (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_016r,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 16 recto.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 16r (www.e-codices.unifr.ch)."
urn:cite:ecod:codbod48.cb-0048_016v,"Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, folio 16 verso.","This image is available under the terms of a Creative Commons license (CC BY-NC 3.0).  Any reuse must include the following attribution: Cologny, Fondation Martin Bodmer, Cod. Bodmer 48, f. 16v (www.e-codices.unifr.ch)."
